"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00009393","헤어스타","005","이 미용업","서울특별시 마포구 독막로 266 2층 (대흥동 태영아파트중앙상가)","02-713-7576","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200709151015.JPG"
"00009098","진미식당","001","한식","서울특별시 금천구 가산로3길 25 (독산동)","02-869-7774","null","영업시간 : 06:00~21:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914135727.png"
"00009211","돈우가","001","한식","서울특별시 중구 남대문로 25-17 (북창동)","02-3789-1313","소공동 주민센터 근처 북창동 먹자골목","(2022년 7월 기준) ○ 영업시간 :  11:00 ~ 22:00 (휴무일: 일요일) ○ 좌석수 : 총60석(1층 2층) ○ 배달 : 불가 ○ 주차 : 불가 ○ 기타:  예약 가능 카드 가능     ","식사류는 김치찌개(한돈)차돌된장찌개 고기류는 한돈생삼겹살황제갈비살등 생고기전문점으로  신선한 재료가 최우선이라는 마음으로 늘 깨끗하고 깔끔한 맛을 위해 노력합니다!","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220512102212.png"
"00009139","칼집삼겹살","001","한식","서울특별시 서대문구 통일로39가길 12 (홍제동)","394-9007","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210150759.jpg"
"00009214","형제정육식당","001","한식","서울특별시 중구 다산로40길 56 (신당동)","02-2235-9902","신당동 중앙시장 도보5분","(2022년 7월 기준) ○ 영업시간 : 11:30~22:30 (휴무일 : 일요일) ○ 좌석수 : 100석 ○ 배달 : 불가 ○ 주차 : 불가 ○ 기타: 예약 가능 카드 가능   ","신선한 고기와 진도쌀 제부도 채소 등 현지 농산물을 공수해 와서 신선한 채소와 건강한 식재료를 공급합니다. ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220511152108.jpg"
"00009227","석화촌","001","한식","서울특별시 강남구 강남대로 240 (도곡동) 지하1층 B111","02-573-5756","null","영업시간 :09:00~21:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","상가내 저렴하고 맛있는 집","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180927103419.jpg"
"00009229","오가네밥상","001","한식","서울특별시 강남구 광평로 280 지하2층 138호","02-3413-0181","null","영업시간 :08:00~23:00 좌석수 : 휴무일 : 배달 :가능 예약 : 카드 : 주차 :4대가능 홈페이지 주소 : 전자우편주소 : 기타 :      ","다양한 반찬","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200902105841.jpg"
"00009176","형제해장국","001","한식","서울특별시 노원구 동일로 1106 1층 일부(공릉동)","02-979-5309","null","영업시간 : 06:00~22:00 휴무일 : 일요일 배달 : 불가 주차 : 어려움  ","가격이 저렴하고 사장님께서 친절하심","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180122113123.jpg"
"00009192","연희동 할머니네","001","한식","서울특별시 마포구 성미산로 100 (연남동)","02-322-8258","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","밥 반찬 무한대 제공","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009398","행복한 잔치국수","001","한식","서울특별시 강남구 광평로 196 2층 201호","02-459-2918","null","영업시간 :10:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200831135053.jpg"
"00009399","J&J 뷰티샵","005","이 미용업","서울특별시 강남구 역삼로11길 13-8","","null","영업시간 :09:00~19:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200831135359.jpg"
"00009361","자매생고기","001","한식","서울특별시 광진구 자양로15길 96 (자양동)","02-456-2737","","영업시간 : 11:00~22:00 좌석수 : 휴무일 : 배달 : × 예약 : 카드 : 가능 주차 :  × 홈페이지 주소 : 전자우편주소 : 기타 :","맛 친절 착한가격","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190926001921.jpg"
"00009108","고기굽는마을","001","한식","서울특별시 금천구 벚꽃로38길 32-29 (가산동)","02-868-0390","null","영업시간 : 07:00~23:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914145130.png"
"00009107","두산이발관","005","이 미용업","서울특별시 금천구 가산로 99 가산위브아파트상가동 B01호 (가산동 두산위브아파트)","02-851-1057","","영업시간 : 10:00~20:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914144054.png"
"00009109","남자들의 세상","005","이 미용업","서울특별시 금천구 독산로 45 (시흥동)","070-4133-7322","null","영업시간 : 10:30~21:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180302135444.jpg"
"00009228","소담","001","한식","서울특별시 강남구 개포로 615 (개포동) 지하 115호","02-3414-0010","null","영업시간 :09:30~23:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","좋은재료사용","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180927103723.jpg"
"00009174","짬뽕늬우스","002","중식","서울특별시 노원구 노해로81길 6 (상계동)","02-934-4442","null","영업시간 :  11:00~21:30 배달 : 불가 주차 : 불가      ","가격이 저렴하고 사장님께서 친절하심","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180122111946.jpg"
"00009113","BEST남성전문컷","005","이 미용업","서울특별시 금천구 가산로 140 1층 (가산동)","02-855-8805","null","영업시간 : 10:30~21:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914150450.png"
"00009115","풍천장어","001","한식","서울특별시 금천구 시흥대로52길 70 (시흥동)","02-802-5525","null","영업시간 : 12:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914151511.png"
"00009117","장수갈비","001","한식","서울특별시 금천구 시흥대로56길 18 (시흥동)","02-805-8284","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :      ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914151826.png"
"00009378","이모네손칼국수","001","한식","서울특별시 강남구 언주로69길 9 1층","02-555-0767","null","영업시간 :11:30~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(2대) 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132904.jpg"
"00009151","1번출구커피","004","기타외식업(다방패스트푸드등)","서울특별시 서대문구 통일로 460 (홍제동)","379-0595","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180920092457.jpg"
"00009079","한신세탁","007","세탁업","서울특별시 금천구 한내로 62 (독산동 한신아파트상가) 2층","02-898-9230","null","영업시간 : 08:00~20:30 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914131926.png"
"00009379","누렁국수","001","한식","서울특별시 강남구 개포로 652 빌딩스타3 지상1층 101호","02-431-0045","null","영업시간 :10:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132724.jpg"
"00009233","하하","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로151길 24 (신사동)","02-546-2697","null","영업시간 :07:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180927105325.jpg"
"00009078","송도세탁","007","세탁업","서울특별시 금천구 가산로3길 48 (가산동)","02-861-2037","null","영업시간 : 08:00~22:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914131524.png"
"00009119","산들바다 생고기","001","한식","서울특별시 금천구 금하로 613 (시흥동)","02-808-6919","null","영업시간 : 11:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180302131553.jpg"
"00009080","현대컴퓨터세탁","007","세탁업","서울특별시 금천구 벚꽃로56길 40 (가산동)","02-863-3719","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914132057.png"
"00009199","착한이발","005","이 미용업","서울특별시 강북구 도봉로 371 (수유동)","070-8866-2350","강북구청 교차로 지나 농협가는 길","영업시간 : 24시간 좌석수 : 휴무일 : 연중무휴 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 : ","커트 7000원 염색 5000원 으로 커트 이용시 사우나 3000원 무료 입장 (남성전용)","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180709180847.jpg"
"00009248","행운식당","001","한식","서울특별시 강남구 선릉로 328 1층 8호(대치동)","02-561-4260","null","영업시간 : 10:00~19:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :        ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190218103305.jpg"
"00009075","가산순대국","001","한식","서울특별시 금천구 가산로 147-7 (가산동)","02-830-7514","null","영업시간 : 09:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914112224.png"
"00009250","김밥여행","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로4길 47 (개포동)","02-571-0747","null","영업시간 : 05:30~19:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :         ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190218104008.jpg"
"00009204","심영희헤어","005","이 미용업","서울특별시 관악구 행운1길 116 (봉천동)","없음","서울대입구역 7번출구에서 관악프라자 방면으로 도보 8분","영업시간 : 11:00 ~ 21:00 좌석수 : 3 휴무일 :  예약 : 가능 카드 : 가능 주차 : 불가  ","▷평균가대비 10%이상 저렴 ▷청소년 1000원 할인 초등학생 2000원 할인","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180714120856.jpg"
"00009254","한벽루 전주콩나물국밥","001","한식","서울특별시 강남구 개포로 648 1층(일원동)","02-445-1041","null","영업시간 : 07:00~22:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능(2대) 홈페이지 주소 : 전자우편주소 : 기타 :      ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190218104920.jpg"
"00009256","월드맛집","001","한식","서울특별시 강남구 논현로151길 26 (신사동)","02-516-7892","null","영업시간 : 10:00~21:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009047","웨스턴후라이드라이스","003","경양식일식","서울특별시 마포구 홍익로 6길 4","02-336-7892","null","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능 예약 : 불가능 카드 :가능 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","청결 친절....즉석 볶음밥의 풍미","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170203114956.jpg"
"00009049","뷰티헤어클럽","005","이 미용업","서울특별시 마포구 희우정로 92 (망원동)","02-322-7929","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :    ","청결 친절","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170203115811.jpg"
"00009392","이화미용실","005","이 미용업","서울특별시 마포구 방울내로7길 29 (망원동)","02-335-2547","마포구청역 6번출구에서 도보로 10분 거리에 있습니다.","영업시간 : 좌석수 : 3개 휴무일 : 화요일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200709150729.jpg"
"00009345","은진미용실","005","이 미용업","서울특별시 금천구 금하로25길 16 (시흥동)","894-5243","은행나무시장 내에 있음.","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924111943.jpg"
"00009194","홍두깨손칼국수","001","한식","서울특별시 도봉구 도당로13가길 13 (방학동)","02-375-2727","방학동 도깨비시장내","영업시간 : 좌석수 : 휴무일 : 매주 수요일 배달 :   예약 : 불가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","도봉구 방학동 도깨비 시장 내에 위치해 있으며 칼국수와 수제비를 1500원 정도 절감한 가격으로 음식 제공","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180212112605.jpg"
"00009401","일일구(119)","001","한식","서울특별시 서울특별시 중구 다산로33길 79-4","02-2231-4229","동대문역사문화공원역 3번 출구 광희문 근처","(2022년 7월 기준) ○ 영업시간 : 11:00~21:00 (14:00~16:30 휴식시간 매주 토일요일 휴무) ○ 좌석수 : 10명 ○ 배달 : 불가 (포장주문은 가능)  ○ 주차 : 불가       ","김영철의 동네 한 바퀴<신당동 편>  '엄마 손맛 가득 정을 나누는 식당'으로 나온 저렴하고 맛있는 백반뷔페! 집밥처럼 맛깔나고 좋습니다.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220503170126.jpg"
"00009231","시골애 청국장","001","한식","서울특별시 강남구 개포로 638 (일원동) 지상1층 102호","02-3411-1041","null","영업시간 :05:30~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :3대가능 홈페이지 주소 : 전자우편주소 : 기타 :      ","가족들이 직접운영하여 인건비절감으로 저렴한 가격으로 제공","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180927104751.jpg"
"00009394","머리사랑","005","이 미용업","서울특별시 마포구 독막로40길 8 (대흥동)","02-706-0727","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200709151145.jpg"
"00009128","만두랑","001","한식","서울특별시 강남구 역삼로19길 29 (역삼동)","02-557-9397","null","영업시간 : 11:00~21:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","20년 경력의 손만두 전문점","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20171011151109.jpg"
"00009020","중화요리 명가","002","중식","서울특별시 강서구 화곡로61길 100 (등촌동)","02-2658-1959","등촌3동 주민센터 주변 청석빌딩 102호","영업시간 : 09:00~24:00 좌석수 : 2개 휴무일 : 매주 월 배달 : 가능 예약 : 불가 카드 : 가능 주차 : 가능 홈페이지 주소 : 없음   전자우편주소 : 없음   ","업주 직접 요리하여 맛의 변화가 없고 TV에서 추천 맛집으로 선정된 경험 있음. ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20160714180223.jpg"
"00009339","정아 헤어&#49406;","005","이 미용업","서울특별시 동작구 매봉로 155 (본동)","824-2706","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923103435.jpg"
"00009087","진미한분식","001","한식","서울특별시 금천구 가산로3길 22 (독산동)","02-854-7153","null","영업시간 : 09:00~20:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914133701.png"
"00009340","복미 세탁소","007","세탁업","서울특별시 동작구 사당로2차길 49 (사당동)","586-4026","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923103541.jpg"
"00009090","참치킹","001","한식","서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 (가산동)","02-2083-8885","null","영업시간 : 10:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914134350.png"
"00009342","수복 이발소","005","이 미용업","서울특별시 동작구 사당로27길 94-3 (사당동)","593-1938","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923103800.jpg"
"00009095","만세한식부페본점","001","한식","서울특별시 금천구 가산로3길 77 (독산동)","02-808-7862","null","영업시간 : 09:00~21:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091647.jpg"
"00009364","채미미용실","005","이 미용업","서울특별시 중구 다산로 101 (신당동)","02-2234-8339","약수역 8번 출구 근처","(2022년 7월 기준) ○ 영업시간: 10:00~20:00 ○ 주차 : 불가 ○ 기타:  예약 가능 카드 가능   ","고양이가 반겨주는 친절하고 머리잘하고 저렴한 우리동네 미용실","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220511194732.jpg"
"00009367","광희이용원","005","이 미용업","서울특별시 중구 동호로34길 18 (광희동1가)","02-2265-0605","동대문역사문화공원역 7번출구 근처 (현대블루핸즈 뒤편 길)","(2022년 7월 기준) ○ 영업시간 :  08:00~19:00 ○ 주차 : 불가 ○ 기타:  예약 가능 카드 가능   ","레트로 느낌의 추억돋는 이발관!  오랜 경력만큼이나 실력 좋으신 사장님이 저렴하고 좋은 품질의 서비스를 제공합니다. ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220511171917.jpg"
"00009064","포천이동갈비촌","001","한식","서울특별시 관악구 신원로 40-12 (신림동)","02-884-7109","신림역 삼모타워 맞은편 골목으로 진입","영업시간 : 11:00 ~ 24:00 좌석수 : 400석 휴무일 :  배달 : 불가 예약 : 가능 카드 : 가능 주차 : 협소(2대) 기타 :    ","▷좋은 육질의 고기를 저렴한 가격으로 많은 양을 제공 ▷20년 전통의 맛집","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170705105527.jpg"
"00009216","장수보리밥","001","한식","서울특별시 중구 퇴계로85길 12-4 (황학동)","02-2252-2808","황학동 서울중앙시장 보리밥골목","(2022년 7월 기준) ○ 영업시간 : 11:00~20:00 (휴무일 : 명절) ○ 좌석수 : 50석 ○ 배달 : 불가 (포장주문은 가능) ○ 주차 : 불가능 ○ 기타: 예약 가능 카드 가능       ","98년 한자리를 지킨 전통시장의 산 역사 점포 찾아오시는 손님에게 풍족한 한상을 드리겠다는 모토로 영업하고 있어요~  어르신에게는 '경로10%할인'을 해 드립니다. ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220503164733.jpg"
"00009239","카와블러썸","013","기타서비스업종","서울특별시 금천구 남부순환로108길 30 (가산동)","02-867-4952","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20181019105835.png"
"00009400","명동만두","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 역삼로 133 지상1층 1호","02-2052-7776","null","영업시간 :11:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200831135555.jpg"
"00009391","하버드미용실","005","이 미용업","서울특별시 서울 관악구 행운1나길 16","없음","서울대입구역 7번출구에서 도보 6분","영업시간 : 11:00 ~ 17:00 좌석수 : 4석 휴무일 : 일요일    ","10년이상 동일한 가격을 유지해온 저렴한 가격의 미용실","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200709114415.jpg"
"00009368","유가","002","중식","서울특별시 중구 퇴계로12길 68 (회현동1가)","02-3789-9688","4호선 회현역(남대문시장) 1번 출구에서 정화예술대 남산캠퍼스 쪽","(2022년 7월 기준) ○ 영업시간 : 11:30~21:00  (휴무일: 매주 일요일)  *15:00~17:00 휴식시간    ","새벽시장에서 해산물을 구입해와 일반짬뽕인데도 해산물이 가득합니다.  맛있는녀석들(243회)이 다녀간 회현동 저렴하고 맛있는 중국집","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220511200544.jpg"
"00009065","조이미용실","005","이 미용업","서울특별시 영등포구 도신로58길 9 (신길동)","02-847-1521","","영업시간 : 10:00~20:00 좌석수 : 3 휴무일 : 연중무휴 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 없음 전자우편주소 : 없음 기타 :  ","매장은 이전하여 더 깨끗 가격은 20년째 계속 동결","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170717162623.JPG"
"00009200","카페스타","013","기타서비스업종","서울특별시 강북구 삼각산로 71 (수유동)","","수유역 4번 출구앞에서 1번 마을버스 승차수 재활원입구에서 하차","영업시간 : 08:00 ~ 21:00 좌석수 : 4석 휴무일 : 매주일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","개업이후 5년간 가격동결 및 서비스가 우수함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180705134655.jpg"
"00009290","와가마마","003","경양식일식","서울특별시 동작구 만양로14길 12 (노량진동)","823-2225","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923092019.jpg"
"00009388","서울밥집 봉천점","001","한식","서울특별시 관악구 봉천동 927-18","없음","봉천역 2번 출구에서 시장 방향으로 도보 4분","영업시간 : 24시간 좌석수 : 10석 이상 카드 : 가능 주차 : 불가 기타 : 관악구 평균가격보다 10% 이상 저렴      ","전통시장 내 위치하고 있으며 관악구 평균가보다 10% 이상 저렴 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200709111237.jpg"
"00009143","중화요리 신세계로반점","002","중식","서울특별시 서대문구 증가로24바길 71 (북가좌동)","304-5100","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210150733.jpg"
"00009296","우정식당","001","한식","서울특별시 동작구 노량진로8길 39 (노량진동)","821-8156","null","저렴한 가격 깨끗한 위생   ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093020.jpg"
"00009298","북경","002","중식","서울특별시 동작구 상도로37길 21 (상도1동)","822-8022","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093251.jpg"
"00009206","옥천골","001","한식","서울특별시 관악구 청룡7길 41 (봉천동)","02-877-8292","관악구청에서 쑥고개로 방향으로 300여미터 도보이동하면 gs수퍼나옴. gs수퍼에서 옆골목으로 도보 1분이동","영업시간 : 10:00 ~ 22:00 좌석수 : 80석 휴무일 :  배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가   ","▷서울대입구역 평균가대비 10%이상 저렴 ▷돌솥밥과 함께 든든한 한끼 식사 제공 ▷주말마다 특정 어르신들 아침식사 무료제공봉사 ▷다른 가성비 좋은 식사메뉴 다양","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220718171552.jpg"
"00009301","코코스 중앙식당","001","한식","서울특별시 동작구 흑석로 24 (상도동)","822-9260","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093623.jpg"
"00009099","은혜세탁","007","세탁업","서울특별시 금천구 벚꽃로 73 현대종합상가 103호 (독산동 금천현대아파트)","02-892-1230","null","영업시간 : 09:00~21:30 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914135923.png"
"00009191","미소국수","001","한식","서울특별시 마포구 동교로27길 62 (연남동)","02-326-5403","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :     ","원하는 양을 말씀하시면 그대로 이행(적당히)(곱배기) 가격은 그대로","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009198","세종원","002","중식","서울특별시 광진구 광나루로 373 1층 (군자동)","02-499-1800","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","위생모범업소","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180426152250.JPG"
"00009257","백조미용실","005","이 미용업","서울특별시 도봉구 도봉로160길 17 (도봉동)","02-955-2615","도봉역 2번출구에서 464m","영업시간 : 09:00-18:00 좌석수 : 휴무일 : 배달 : 무 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :     ","인근주변 미용실보다 커트 파마가 싸다는 게 장점","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220728152250.jpg"
