"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","추천수","상품명","상품가격(일반)(원)"
"00008309","강원도청국장","001","한식","서울특별시 송파구 오금로19길 14 (방이동)","423-1714","4","김치찌개","5500"
"00008309","강원도청국장","001","한식","서울특별시 송파구 오금로19길 14 (방이동)","423-1714","4","청국장","5500"
"00008308","화신이발관","005","이 미용업","서울특별시 서울 구로구 고척로3길 18","02-2681-0977","3","이용료(커트)","6000"
"00008306","방이맛집","001","한식","서울특별시 송파구 오금로11길 63-9 (방이동)","416-5567","3","비빔밥","5500"
"00008306","방이맛집","001","한식","서울특별시 송파구 오금로11길 63-9 (방이동)","416-5567","3","된장찌개","5500"
"00008306","방이맛집","001","한식","서울특별시 송파구 오금로11길 63-9 (방이동)","416-5567","3","김치찌개","5500"
"00008305","서울분식","001","한식","서울특별시 송파구 가락로42길 13 (방이동)","415-1576","3","냉면(물)","5000"
"00008305","서울분식","001","한식","서울특별시 송파구 가락로42길 13 (방이동)","415-1576","3","비빔밥","4000"
"00008305","서울분식","001","한식","서울특별시 송파구 가락로42길 13 (방이동)","415-1576","3","된장백반","5000"
"00008305","서울분식","001","한식","서울특별시 송파구 가락로42길 13 (방이동)","415-1576","3","김치백반","5000"
"00008300","소망미용실","005","이 미용업","서울특별시 구로구 개봉로1나길 16 (개봉동)","02-2613-5428","3","파마","15000"
"00008300","소망미용실","005","이 미용업","서울특별시 구로구 개봉로1나길 16 (개봉동)","02-2613-5428","3","커트","5000"
"00008299","꽃님미용실","005","이 미용업","서울특별시 구로구 개봉로3길 50 (개봉동)","02-2685-3465","3","커트","6000"
"00008299","꽃님미용실","005","이 미용업","서울특별시 구로구 개봉로3길 50 (개봉동)","02-2685-3465","3","파마","20000"
"00008297","삼환미용실","005","이 미용업","서울특별시 구로구 고척로21나길 91 (개봉동)","02-2689-4635","3","커트","5000"
"00008297","삼환미용실","005","이 미용업","서울특별시 구로구 고척로21나길 91 (개봉동)","02-2689-4635","3","파마","15000"
"00008295","닷컴분식","001","한식","서울특별시 구로구 남부순환로97길 20-6 (개봉동)","02-2616-4048","3","김치찌개","5000"
"00008295","닷컴분식","001","한식","서울특별시 구로구 남부순환로97길 20-6 (개봉동)","02-2616-4048","3","칼국수","5000"
"00008295","닷컴분식","001","한식","서울특별시 구로구 남부순환로97길 20-6 (개봉동)","02-2616-4048","3","잔치국수","4000"
"00008294","옛날짜장(중화각)","002","중식","서울특별시 구로구 고척로22길 58 (개봉동)","02-2618-3039","3","탕수육","11000"
"00008294","옛날짜장(중화각)","002","중식","서울특별시 구로구 고척로22길 58 (개봉동)","02-2618-3039","3","짬뽕","4000"
"00008294","옛날짜장(중화각)","002","중식","서울특별시 구로구 고척로22길 58 (개봉동)","02-2618-3039","3","자장면","3000"
"00008289","해성반점","002","중식","서울특별시 구로구 고척로 123-2 (개봉동)","02-2684-8991","3","탕수육","15000"
"00008289","해성반점","002","중식","서울특별시 구로구 고척로 123-2 (개봉동)","02-2684-8991","3","짬뽕","4000"
"00008289","해성반점","002","중식","서울특별시 구로구 고척로 123-2 (개봉동)","02-2684-8991","3","자장면","3000"
"00008287","복지이발관","005","이 미용업","서울특별시 구로구 고척로27길 115 (개봉동)","없음","3","이용료(커트)","6000"
"00008285","효성이발관","005","이 미용업","서울특별시 구로구 고척로27길 62 (개봉동)","02-2615-2371","3","이용료(커트)","6000"
"00008283","화승원","002","중식","서울특별시 구로구 경인로35길 40 (개봉동)","02-2685-1397","3","자장면","3500"
"00008283","화승원","002","중식","서울특별시 구로구 경인로35길 40 (개봉동)","02-2685-1397","3","탕수육","12000"
"00008283","화승원","002","중식","서울특별시 구로구 경인로35길 40 (개봉동)","02-2685-1397","3","짬뽕","4000"
"00008282","완산정","001","한식","서울특별시 구로구 개봉로23가길 37 (개봉동)","02-2688-4655","3","삼겹살","10000"
"00008282","완산정","001","한식","서울특별시 구로구 개봉로23가길 37 (개봉동)","02-2688-4655","3","김치찌개","6000"
"00008282","완산정","001","한식","서울특별시 구로구 개봉로23가길 37 (개봉동)","02-2688-4655","3","된장찌개백반","5000"
"00008281","개봉분식","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 고척로21나길 65 (개봉동)","02-2625-9465","3","조리라면","2000"
"00008281","개봉분식","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 고척로21나길 65 (개봉동)","02-2625-9465","3","냉면(물)","3000"
"00008281","개봉분식","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 고척로21나길 65 (개봉동)","02-2625-9465","3","칼국수","3000"
"00008279","가마솥설렁탕","001","한식","서울특별시 구로구 고척로40길 33-4 (고척동)","02-2615-5292","5","갈비탕","5000"
"00008279","가마솥설렁탕","001","한식","서울특별시 구로구 고척로40길 33-4 (고척동)","02-2615-5292","5","설렁탕","4000"
"00008277","미미미용실","005","이 미용업","서울특별시 구로구 고척로31길 4 (고척동)","02-2615-5346","3","커트","7000"
"00008277","미미미용실","005","이 미용업","서울특별시 구로구 고척로31길 4 (고척동)","02-2615-5346","3","퍼머","20000"
"00008274","해물칼국수","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 고척로 179 (고척동)","02-2614-3609","3","칼국수","5000"
"00008274","해물칼국수","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 고척로 179 (고척동)","02-2614-3609","3","비빔밥","5000"
"00008270","까망머리방","005","이 미용업","서울특별시 구로구 고척로33라길 19 (고척동)","02-2615-3895","3","커트","7000"
"00008270","까망머리방","005","이 미용업","서울특별시 구로구 고척로33라길 19 (고척동)","02-2615-3895","3","파마","25000"
"00008267","우리식당","001","한식","서울특별시 구로구 중앙로3길 50 지하 (고척동)","02-2612-5559","3","김치찌개","5000"
"00008267","우리식당","001","한식","서울특별시 구로구 중앙로3길 50 지하 (고척동)","02-2612-5559","3","된장찌개백반","5000"
"00008266","왕짜장","002","중식","서울특별시 구로구 경인로47길 49 (고척동)","02-2625-5476","3","짜장면","3000"
"00008266","왕짜장","002","중식","서울특별시 구로구 경인로47길 49 (고척동)","02-2625-5476","3","짬뽕","4000"
"00008265","해피분식","001","한식","서울특별시 구로구 중앙로1길 18-19 (고척동 우성현대아파트)","02-2688-1242","75","김치찌개","4000"
"00008265","해피분식","001","한식","서울특별시 구로구 중앙로1길 18-19 (고척동 우성현대아파트)","02-2688-1242","75","된장찌개","4000"
"00008264","삼삼치킨","004","기타외식업(다방패스트푸드등)","서울특별시 구로구 경인로47길 42 (고척동)","02-2692-9510","3","치킨","9000"
"00008263","깍구뽁구미용실","005","이 미용업","서울특별시 구로구 우마1길 54 (가리봉동)","02-838-4910","3","커트","6000"
"00008263","깍구뽁구미용실","005","이 미용업","서울특별시 구로구 우마1길 54 (가리봉동)","02-838-4910","3","파마","25000"
"00008260","성원이용원","005","이 미용업","서울특별시 구로구 구로동로7길 7 (가리봉동)","02-861-0663","3","이용원(커트)","6000"
"00008258","수정이발관","005","이 미용업","서울특별시 구로구 구로동로 13 (가리봉동)","02-857-1804","3","이용료(커트)","6000"
"00008240","진식당","001","한식","서울특별시 노원구 노원로 564 (상계동 상계주공10단지아파트)","02-952-1026","3","된장찌개 백반","4000"
"00008240","진식당","001","한식","서울특별시 노원구 노원로 564 (상계동 상계주공10단지아파트)","02-952-1026","3","비빔밥","4000"
"00008234","엠스타일","005","이 미용업","서울특별시 노원구 동일로 1551 (상계동 삼전빌딩)","02-952-0539","3","이용료","8000"
"00008228","세탁편의점","007","세탁업","서울특별시 노원구	한글비석로444(교림노원프라자 1층) (상계동)","02-3391-4459","3","양복세탁","5000"
"00008224","브랜드특수크리닝 가죽전문점","007","세탁업","서울특별시 노원구 섬밭로 263 1층 4호 (중계동) 롯데상가","02-979-5474","3","양복세탁","6000"
"00008224","브랜드특수크리닝 가죽전문점","007","세탁업","서울특별시 노원구 섬밭로 263 1층 4호 (중계동) 롯데상가","02-979-5474","3","의복수선","3000"
"00008217","초밥아저씨","003","경양식일식","서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호","3281-2820","5","모듬초밥(10p)","5000"
"00008217","초밥아저씨","003","경양식일식","서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호","3281-2820","5","가족모듬초밥(20p)","14000"
"00008217","초밥아저씨","003","경양식일식","서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호","3281-2820","5","특모듬초밥(10p)","11000"
"00008214","빨리셀프크리닝","007","세탁업","서울특별시 관악구 신림로 224 (신림동)","872-8253","3","세탁료(양복1벌)","3900"
"00008214","빨리셀프크리닝","007","세탁업","서울특별시 관악구 신림로 224 (신림동)","872-8253","3","세탁료(양복1벌)","3900"
"00008213","다리목","001","한식","서울특별시 관악구 신림로58가길 7 (신림동)","877-4369","3","된장찌개","5000"
"00008213","다리목","001","한식","서울특별시 관악구 신림로58가길 7 (신림동)","877-4369","3","김치찌개","6000"
"00008213","다리목","001","한식","서울특별시 관악구 신림로58가길 7 (신림동)","877-4369","3","비빔밥","5000"
"00008210","다사랑분식","001","한식","서울특별시 관악구 난우길 18 (신림동)","852-5010","8","김밥","2000"
"00008210","다사랑분식","001","한식","서울특별시 관악구 난우길 18 (신림동)","852-5010","8","비빔밥","4000"
"00008210","다사랑분식","001","한식","서울특별시 관악구 난우길 18 (신림동)","852-5010","8","김치찌개","4500"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","청국장","6000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","청국장","6000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","된장찌개","5000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","동태탕","6000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","제육볶음","6000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","비빔밥","5000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","제육볶음(국산)","6000"
"00008209","다정이모네","001","한식","서울특별시 관악구 신원로 3 (신림동)","865-0218","3","순대국(국산)","5000"
"00008193","금천골 오리명가","001","한식","서울특별시 금천구 시흥대로78길 59 (독산동)","808-1246","4","한방토종닭백숙","51000"
"00008193","금천골 오리명가","001","한식","서울특별시 금천구 시흥대로78길 59 (독산동)","808-1246","4","오리보신탕","8000"
"00008193","금천골 오리명가","001","한식","서울특별시 금천구 시흥대로78길 59 (독산동)","808-1246","4","한방오리백숙","51000"
"00008192","짱아헤어샵","005","이 미용업","서울특별시 금천구 시흥대로126길 22-7 (독산동)","868-6262","3","파마","25000"
"00008192","짱아헤어샵","005","이 미용업","서울특별시 금천구 시흥대로126길 22-7 (독산동)","868-6262","3","커트","6000"
"00008191","제주토종흑돼지","001","한식","서울특별시 관악구 남현1길 68-14 (남현동)","583-9250","3","제주흑돼지(180g) 오겹살","13000"
"00008191","제주토종흑돼지","001","한식","서울특별시 관악구 남현1길 68-14 (남현동)","583-9250","3","제주흑돼지(180g) 전지","12000"
"00008188","수제비손칼국수","001","한식","서울특별시 관악구 인헌4길 3 (봉천동)","876-2517","7","칼국수","5000"
"00008188","수제비손칼국수","001","한식","서울특별시 관악구 인헌4길 3 (봉천동)","876-2517","7","수제비","5000"
"00008180","중앙삼겹시대","001","한식","서울특별시 관악구 중앙길 12 (봉천동)","875-9998","3","된장찌개","7000"
"00008180","중앙삼겹시대","001","한식","서울특별시 관악구 중앙길 12 (봉천동)","875-9998","3","순두부찌개","7000"
"00008180","중앙삼겹시대","001","한식","서울특별시 관악구 중앙길 12 (봉천동)","875-9998","3","김치찌개","7000"
"00008178","유창숯불갈비","001","한식","서울특별시 관악구 은천로23길 14 (봉천동 유창빌)","883-5759","3","김치찌개","6000"
"00008178","유창숯불갈비","001","한식","서울특별시 관악구 은천로23길 14 (봉천동 유창빌)","883-5759","3","된장찌개","5000"
"00008178","유창숯불갈비","001","한식","서울특별시 관악구 은천로23길 14 (봉천동 유창빌)","883-5759","3","삼겹살(200g)","12000"
"00008177","만리향","002","중식","서울특별시 관악구 은천로41길 20 (봉천동)","02-885-5077","3","짬뽕","6000"
"00008177","만리향","002","중식","서울특별시 관악구 은천로41길 20 (봉천동)","02-885-5077","3","탕수육(중)","16000"
"00008177","만리향","002","중식","서울특별시 관악구 은천로41길 20 (봉천동)","02-885-5077","3","자장면","4500"
"00008175","유성짬뽕","002","중식","서울특별시 송파구 거마로22길 35 (마천동)","443-6692","3","짬뽕","5000"
"00008175","유성짬뽕","002","중식","서울특별시 송파구 거마로22길 35 (마천동)","443-6692","3","짜장면","4000"
"00008175","유성짬뽕","002","중식","서울특별시 송파구 거마로22길 35 (마천동)","443-6692","3","탕수육(중)","15000"
"00008174","호남식당","001","한식","서울특별시 송파구 거마로22길 1 (마천동)","3402-0885","5","김치찌개","5000"
"00008174","호남식당","001","한식","서울특별시 송파구 거마로22길 1 (마천동)","3402-0885","5","된장찌개","5000"
"00008173","국일관","001","한식","서울특별시 송파구 마천로 345-1 (마천동)","406-0451","3","김치찌개","5000"
"00008173","국일관","001","한식","서울특별시 송파구 마천로 345-1 (마천동)","406-0451","3","된장찌개 ","5000"
"00008171","벧엘 칼국수","001","한식","서울특별시 송파구 마천로41길 22 (마천동)","408-5151","106","칼국수","4000"
"00008171","벧엘 칼국수","001","한식","서울특별시 송파구 마천로41길 22 (마천동)","408-5151","106","물냉면","4000"
"00008170","돈구워돈","001","한식","서울특별시 송파구 오금로 532 (거여동)","401-6363","3","삼겹살(독일/170g)","7000"
"00008165","차밍미용실","005","이 미용업","서울특별시 송파구 성내천로20길 18 (거여동)","400-6512","3","컷트","7000"
"00008165","차밍미용실","005","이 미용업","서울특별시 송파구 성내천로20길 18 (거여동)","400-6512","3","파마 ","20000"
"00008148","시골마당","001","한식","서울특별시 서초구 강남대로23길 30 (양재동)","577-9453","5","김치찌개","5000"
"00008148","시골마당","001","한식","서울특별시 서초구 강남대로23길 30 (양재동)","577-9453","5","된장찌개","5000"
"00008140","더구어","001","한식","서울특별시 서초구 효령로31길 58 (방배동)","3474-9293","7","된장찌개","4900"
"00008140","더구어","001","한식","서울특별시 서초구 효령로31길 58 (방배동)","3474-9293","7","설렁탕","5000"
"00008137","송림정","001","한식","서울특별시 관악구 은천로 36 (봉천동)","878-7777","3","백반","7000"
"00008137","송림정","001","한식","서울특별시 관악구 은천로 36 (봉천동)","878-7777","3","삼겹살(200g)","13000"
"00008136","미미치킨","004","기타외식업(다방패스트푸드등)","서울특별시 서초구 서초대로 108 (방배동)","586-7130","7","치킨","13000"
"00008134","만나칼국수","001","한식","서울특별시 관악구 봉천로7길 23 (봉천동) 지하","888-8564","5","칼국수","6000"
"00008134","만나칼국수","001","한식","서울특별시 관악구 봉천로7길 23 (봉천동) 지하","888-8564","5","비빔밥","6000"
"00008127","영화반점","002","중식","서울특별시 서대문구 북아현로2길 5 (북아현동)","02-362-0567","3","짬뽕","4000"
"00008127","영화반점","002","중식","서울특별시 서대문구 북아현로2길 5 (북아현동)","02-362-0567","3","탕수육","13000"
"00008126","진사골왕갈비","001","한식","서울특별시 서대문구 이화여대7길 24","02-363-3959","3","갈비탕(호주산)","6000"
"00008126","진사골왕갈비","001","한식","서울특별시 서대문구 이화여대7길 24","02-363-3959","3","삼겹살(국내산)","10000"
"00008123","옛고향","001","한식","서울특별시 서대문구 모래내로 350 (홍은동)","02-394-7681","3","쇠고기(200g 국내산)","25000"
"00008122","이리이발관","005","이 미용업","서울특별시 서대문구 거북골로 208 (북가좌동)","374-3875","7","커트","5000"
"00008121","미성식당","001","한식","서울특별시 서대문구 통일로40안길 13-5 (홍제동)","02-379-8562","3","비빔밥","3500"
"00008121","미성식당","001","한식","서울특별시 서대문구 통일로40안길 13-5 (홍제동)","02-379-8562","3","된장찌개","4000"
"00008121","미성식당","001","한식","서울특별시 서대문구 통일로40안길 13-5 (홍제동)","02-379-8562","3","갈비탕","6000"
"00008119","참참치킨","004","기타외식업(다방패스트푸드등)","서울특별시 서대문구 세검정로 49-1 (홍제동)","396-9285","7","치킨","8000"
"00008114","새로본미용실","005","이 미용업","서울특별시 강서구 개화동로27길 33 (방화동)","02-2661-9496","3","커트","6000"
"00008114","새로본미용실","005","이 미용업","서울특별시 강서구 개화동로27길 33 (방화동)","02-2661-9496","3","파마","18000"
"00008112","백구사헤어플랜","005","이 미용업","서울특별시 강서구 곰달래로19길 45 (화곡동)","02-2607-0194","3","파마","20000"
"00008112","백구사헤어플랜","005","이 미용업","서울특별시 강서구 곰달래로19길 45 (화곡동)","02-2607-0194","3","커트","7000"
"00008110","진흥이발","005","이 미용업","서울특별시 강서구 강서로7길 20 (화곡동)","02-2698-5757","3","커트(성인)","6000"
"00008110","진흥이발","005","이 미용업","서울특별시 강서구 강서로7길 20 (화곡동)","02-2698-5757","3","커트(학생)","4000"
"00008109","시골칼국수","001","한식","서울특별시 강서구 방화대로7나길 45 (공항동)","02-2666-5477","4","칼국수","3500"
"00008109","시골칼국수","001","한식","서울특별시 강서구 방화대로7나길 45 (공항동)","02-2666-5477","4","냉면","4000"
"00008104","대승식당","001","한식","서울특별시 강서구 강서로74길 40 (가양동)","02-2658-5646","3","김치찌개","5500"
"00008104","대승식당","001","한식","서울특별시 강서구 강서로74길 40 (가양동)","02-2658-5646","3","된장찌개","5500"
"00008104","대승식당","001","한식","서울특별시 강서구 강서로74길 40 (가양동)","02-2658-5646","3","냉면","5500"
"00008101","21세기이발","005","이 미용업","서울특별시 강서구 강서로17나길 2 (화곡동)","02-2601-7745","5","커트","6000"
"00008097","미성각","002","중식","서울특별시 도봉구 노해로 389 (창동)","02-996-7766","7","자장면(배달시 가격차등 : 4500)","3500"
"00008097","미성각","002","중식","서울특별시 도봉구 노해로 389 (창동)","02-996-7766","7","짬뽕(배달시 가격차등 : 5000)","4000"
"00008094","향토이발관","005","이 미용업","서울특별시 도봉구 도봉로164길 44 (도봉동)","02-954-8053","5","이발(컷)","5000"
"00008094","향토이발관","005","이 미용업","서울특별시 도봉구 도봉로164길 44 (도봉동)","02-954-8053","5","이발(경로우대)","3000"
"00008093","축복미용실","005","이 미용업","서울특별시 도봉구 해등로 144 (창동)","02-906-9692","7","파마","15000"
"00008093","축복미용실","005","이 미용업","서울특별시 도봉구 해등로 144 (창동)","02-906-9692","7","커트","7000"
"00008091","일심해장국","001","한식","서울특별시 도봉구 방학로 204 (방학동)","02-956-7027","3","김치찌개","6500"
"00008091","일심해장국","001","한식","서울특별시 도봉구 방학로 204 (방학동)","02-956-7027","3","돌솥비빕밥","5000"
"00008091","일심해장국","001","한식","서울특별시 도봉구 방학로 204 (방학동)","02-956-7027","3","해장국","4300"
"00008090","알뜰정육식당","001","한식","서울특별시 도봉구 도봉로169나길 71 (도봉동)","02-3491-6898","3","돼지갈비","10000"
"00008090","알뜰정육식당","001","한식","서울특별시 도봉구 도봉로169나길 71 (도봉동)","02-3491-6898","3","삼겹살(국내산200g)","15000"
"00008089","신짜장","002","중식","서울특별시 도봉구 도봉로145길 56 (방학동)","02-3492-9209","3","짬뽕","4000"
"00008089","신짜장","002","중식","서울특별시 도봉구 도봉로145길 56 (방학동)","02-3492-9209","3","자장면","3000"
"00008088","시골짚","001","한식","서울특별시 도봉구 도봉로152길 35 (도봉동)","02-954-5243","5","김치찌개 순두부찌개","7000"
"00008088","시골짚","001","한식","서울특별시 도봉구 도봉로152길 35 (도봉동)","02-954-5243","5","생삼겹살(국내산200g)","16000"
"00008086","미락칼국수","001","한식","서울특별시 도봉구 도봉로110아길 6 (창동)","02-908-7017","3","김치찌개","5000"
"00008086","미락칼국수","001","한식","서울특별시 도봉구 도봉로110아길 6 (창동)","02-908-7017","3","칼국수","5000"
"00008085","마르떼헤어","005","이 미용업","서울특별시 도봉구 도봉로113길 38 (쌍문동)","02-990-6965","5","염색(경로우대)","12000"
"00008085","마르떼헤어","005","이 미용업","서울특별시 도봉구 도봉로113길 38 (쌍문동)","02-990-6965","5","여성커트","10000"
"00008085","마르떼헤어","005","이 미용업","서울특별시 도봉구 도봉로113길 38 (쌍문동)","02-990-6965","5","경로우대 펌(매주 목요일)","17000"
"00008083","돈애우","001","한식","서울특별시 도봉구 도당로 81 (방학동)","02-3491-9279","3","숯불생삼겹(캐나다산180g)","7500"
"00008083","돈애우","001","한식","서울특별시 도봉구 도당로 81 (방학동)","02-3491-9279","3","볏짚칼삼겹(캐나다산180g)","7000"
"00008082","도봉산콩나물국밥","001","한식","서울특별시 도봉구 도봉로181길 53 (도봉동)","02-955-9335","7","야채비빔밥","6000"
"00008082","도봉산콩나물국밥","001","한식","서울특별시 도봉구 도봉로181길 53 (도봉동)","02-955-9335","7","콩나물국밥","5500"
"00008080","김밥타운","001","한식","서울특별시 도봉구 도당로15길 3 (방학동)","02-956-2001","3","김밥","2000"
"00008080","김밥타운","001","한식","서울특별시 도봉구 도당로15길 3 (방학동)","02-956-2001","3","된장찌개","6000"
"00008077","난짜장 넌짬뽕","002","중식","서울특별시 도봉구 도봉로 153길 26 (도봉동)","02-956-0073","3","자장면","2500"
"00008077","난짜장 넌짬뽕","002","중식","서울특별시 도봉구 도봉로 153길 26 (도봉동)","02-956-0073","3","짬뽕 ","3000"
"00008076","솔잎식당","001","한식","서울특별시 마포구 마포대로4길 46 (도화동)","717-2044","3","김치찌개","7000"
"00008076","솔잎식당","001","한식","서울특별시 마포구 마포대로4길 46 (도화동)","717-2044","3","우렁된장찌개","7000"
"00008072","한아름분식","001","한식","서울특별시 광진구 군자로 159 (군자동)","469-2535","3","된장찌개","4500"
"00008072","한아름분식","001","한식","서울특별시 광진구 군자로 159 (군자동)","469-2535","3","김치찌개","4500"
"00008069","분식나라","001","한식","서울특별시 중랑구 동일로140길 25 (중화동)","02-2209-2833","3","김치찌개","7000"
"00008068","겨울나그네","003","경양식일식","서울특별시 광진구 능동로 147 (화양동)","498-3650","4","돈까스","4500"
"00008066","이도희머리방","005","이 미용업","서울특별시 광진구 아차산로36길 39 (자양동 자양7차우성아파트)","446-9924","3","미용료(커트)","5000"
"00008066","이도희머리방","005","이 미용업","서울특별시 광진구 아차산로36길 39 (자양동 자양7차우성아파트)","446-9924","3","미용료(파마)","15000"
"00008065","금천이발관","005","이 미용업","서울특별시 중랑구 면목로29길 21 (면목동)","402-92-5613","3","이용료(커트)","7000"
"00008061","동현세탁","007","세탁업","서울특별시 광진구 뚝섬로52라길 65 (자양동)","458-6268","3","의복수선료","3000"
"00008061","동현세탁","007","세탁업","서울특별시 광진구 뚝섬로52라길 65 (자양동)","458-6268","3","양복세탁료","6000"
"00008057","한분식","001","한식","서울특별시 서대문구 홍연2길 2 (연희동)","335-6712","3","된장찌개백반","5000"
"00008055","먹고갈래지고갈래","001","한식","서울특별시 종로구 수표로 117 (낙원동)","3673-1239","3","산채비빔밥","6000"
"00008055","먹고갈래지고갈래","001","한식","서울특별시 종로구 수표로 117 (낙원동)","3673-1239","3","돈가스","6000"
"00008055","먹고갈래지고갈래","001","한식","서울특별시 종로구 수표로 117 (낙원동)","3673-1239","3","삼계탕","12000"
"00008054","수원성갈비","001","한식","서울특별시 종로구 창신3길 9 (창신동)","745-3576","6","돼지갈비","10000"
"00008052","광나루찌개","001","한식","서울특별시 종로구 대학로5가길 1 (연건동)","744-9260","3","삼겹살","10000"
"00008052","광나루찌개","001","한식","서울특별시 종로구 대학로5가길 1 (연건동)","744-9260","3","김치찌개","6000"
"00008052","광나루찌개","001","한식","서울특별시 종로구 대학로5가길 1 (연건동)","744-9260","3","된장찌개","6000"
"00008045","에덴미용실","005","이 미용업","서울특별시 광진구 자양로36길 11-1 (구의동)","3436-1525","3","미용료(커트)","5000"
"00008045","에덴미용실","005","이 미용업","서울특별시 광진구 자양로36길 11-1 (구의동)","3436-1525","3","미용료(파마)","20000"
"00008044","제이필헤어","005","이 미용업","서울특별시 광진구 자양로 183 (구의동)","3437-4063","3","미용료(커트)","10000"
"00008044","제이필헤어","005","이 미용업","서울특별시 광진구 자양로 183 (구의동)","3437-4063","3","미용료(파마)","30000"
"00008043","영화속의 김밥이야기","001","한식","서울특별시 광진구 자양로 173 (구의동)","444-5005","3","김밥","2000"
"00008043","영화속의 김밥이야기","001","한식","서울특별시 광진구 자양로 173 (구의동)","444-5005","3","라면","2500"
"00008043","영화속의 김밥이야기","001","한식","서울특별시 광진구 자양로 173 (구의동)","444-5005","3","돈가스","6000"
"00008039","모범이발","005","이 미용업","서울특별시 광진구 면목로11길 5 (중곡동)","499-4897","3","이용료","7000"
"00008038","장미헤어짱","005","이 미용업","서울특별시 광진구 면목로 167 (중곡동)","-","3","미용료(파마)","25000"
"00008038","장미헤어짱","005","이 미용업","서울특별시 광진구 면목로 167 (중곡동)","-","3","미용료(커트)","7000"
"00008037","갤러리헤어","005","이 미용업","서울특별시 광진구 동일로72길 46 (중곡동)","465-3861","3","미용료(커트)","8000"
"00008037","갤러리헤어","005","이 미용업","서울특별시 광진구 동일로72길 46 (중곡동)","465-3861","3","미용료(파마)","20000"
"00008036","할매김밥","001","한식","서울특별시 중랑구 동일로163길 17 (묵동)","02-979-6227","3","김치찌개","4000"
"00008036","할매김밥","001","한식","서울특별시 중랑구 동일로163길 17 (묵동)","02-979-6227","3","된장찌개","4000"
"00008031","화성각","002","중식","서울특별시 중랑구 면목로48길 37 (면목동)","02-432-8301","3","자장면","3000"
"00008031","화성각","002","중식","서울특별시 중랑구 면목로48길 37 (면목동)","02-432-8301","3","짬뽕 ","4000"
"00008025","홍두깨손칼국수","001","한식","서울특별시 성북구 보문로40길 5 (동소문동5가)","953-5595","3","칼국수","3000"
"00008025","홍두깨손칼국수","001","한식","서울특별시 성북구 보문로40길 5 (동소문동5가)","953-5595","3","잔치국수","2000"
"00008025","홍두깨손칼국수","001","한식","서울특별시 성북구 보문로40길 5 (동소문동5가)","953-5595","3","수제비","3000"
"00008023","지앤미미용실","005","이 미용업","서울특별시 성북구 돌곶이로30길 48 (장위동)","941-0980","4","파마(일반)","20000"
"00008023","지앤미미용실","005","이 미용업","서울특별시 성북구 돌곶이로30길 48 (장위동)","941-0980","4","커트","7000"
"00008021","정릉갈비","001","한식","서울특별시 성북구 정릉로38길 8 (정릉동)","916-9466","3","돼지갈비(250g)","10000"
"00008021","정릉갈비","001","한식","서울특별시 성북구 정릉로38길 8 (정릉동)","916-9466","3","묵은지찜","6000"
"00008021","정릉갈비","001","한식","서울특별시 성북구 정릉로38길 8 (정릉동)","916-9466","3","삼겹살(200g)","11000"
"00008021","정릉갈비","001","한식","서울특별시 성북구 정릉로38길 8 (정릉동)","916-9466","3","돼지갈비찜","6000"
"00008020","서울숯불갈비","001","한식","서울특별시 성북구 정릉로29길 8 (정릉동)","912-1902","3","부대찌개","5000"
"00008020","서울숯불갈비","001","한식","서울특별시 성북구 정릉로29길 8 (정릉동)","912-1902","3","청국장","5000"
"00008020","서울숯불갈비","001","한식","서울특별시 성북구 정릉로29길 8 (정릉동)","912-1902","3","돼지갈비(200g)","10000"
"00008018","보성각","002","중식","서울특별시 성북구 정릉로9길 56 (정릉동)","913-4050","3","볶음밥","3500"
"00008018","보성각","002","중식","서울특별시 성북구 정릉로9길 56 (정릉동)","913-4050","3","간짜장","3000"
"00008018","보성각","002","중식","서울특별시 성북구 정릉로9길 56 (정릉동)","913-4050","3","자장면","2500"
"00008018","보성각","002","중식","서울특별시 성북구 정릉로9길 56 (정릉동)","913-4050","3","짬뽕","3500"
"00008017","미락","001","한식","서울특별시 성북구 화랑로25길 13 (상월곡동)","915-3334","3","돼지갈비(200g)","5000"
"00008017","미락","001","한식","서울특별시 성북구 화랑로25길 13 (상월곡동)","915-3334","3","곰탕","6000"
